Unnamed: 0,excerpt,target
1395,Yihdego set off on his journey. He met four merchants. They came to a cross-road. The merchants chose to go the short way. Yihdego remembered the old man's advice. He went the long way. The merchants who went the short way were robbed by bandits.,-0.3456120954453945
1396,"The old man had told Yihdego, ""Don't make a decision while you are angry."" Moments later, Tiebe opened the door and found her husband there. ""Come and meet your father,"" she said to their two sons. They were happily re-united.",-0.4989995654672384
1397,"fell head first over the cliff. Some of the hyenas were sitting on rocks clapping and cheering their friends on. Durga screamed and let go of the hyena. ""What have you done?"" she bawled. She was astonished and didn't know what to do. ""One down, one to go,"" the head hyena scowled. Clutching his throat with his paw he pushed Durga forward with the other. ""Push this one over too,"" he said. ""Then we can collect our money."" ""Oh, I don't think so,"" Commander Rocky said. All of a sudden the hyenas were surrounded by six dogs growling and barking furiously at them. They looked at each other. ""It's a fair fight now,"" Astro said, confidently. ""Six of you and six of us."" ""Seven,"" Durga corrected him. ""And I think I fancy a little hyena hamburger,"" she smiled, regaining her composure. The hyenas quickly worked out they were outnumbered. ""Hey, boss, no one said anything about fighting this many dogs,"" one of them called out. ""Yeah, I think he's got a point especially as one of them is a",-0.05810440853238105
1398,"Berhe was kind and answered, ""Come, I will help you to cross the river."" The snake climbed onto Berhe's head and they crossed the river. Berhe told the snake to get down. The snake refused, ""I will not, I'm comfortable here."" Berhe was worried. If he hit the snake with his stick, he would hurt his head. If he grabbed the snake, it would bite him.",0.17865560088306665
1399," One day in winter, Berhe was travelling to visit his relatives. At a river, he came across a large snake. ""Where are you going?"" the snake asked Berhe. ""I am crossing the river,"" replied Berhe. The snake asked, ""Please let me cross the river with you because I can't do it on my own.""",0.6837764111161232
1400,"Berhe continued, ""I know you are very fair, so I want you to judge us."" Berhe explained what had happened with the snake, and asked hyena's opinion on the matter. Hyena said, ""You have crossed the river, therefore the snake must get down."" But the snake refused to get down.",-0.36259525071829557
1401,"a cat. A lot of old people buy cat food to eat and the management wants proof that you are buying the cat food for your cat."" The little old lady went home, picked up her cat and went back to the store. They sold her the cat food. The next day the little old lady went to the store and bought twelve of the most expensive dog cookies. The cashier this time demanded proof that she had a dog, claiming old people sometimes eat dog food. Frustrated she went home,came back with her dog. She was then given the dog cookies. The next day she brought in a box with a hole in the lid. The little old lady asked the cashier to stick her finger in the hole. The cashier said, ""no, you might have a snake in there."" The little old lady assured her there was nothing in the box that would bite her. So the cashier put her finger into the box and pulled it out and told the little old",0.5211680859327317
1402,"So, the cats sent their elders to the mice. ""Give us one of your daughters,"" they said. ""We want a wife for one of our sons."" The mice were very surprised. ""We don't trust you,"" they said. ""You only want to eat us."" ""No! No!"" answered the cats. ""We're very honest and sincere and want to be your friends. It's true, a long time ago some of us ate some of you. But we must forget that now. We'll never eat you again.""",0.6442082496732473
1403," During sleep or during waking states when an animal is resting or otherwise not engaged with its surroundings , the hippocampal EEG shows a pattern of irregular slow waves , somewhat larger in amplitude than theta waves . This pattern is occasionally interrupted by large surges called sharp waves . These events are associated with bursts of spike activity lasting 50 to 100 milliseconds in pyramidal cells of CA3 and CA1 . They are also associated with short @-@ lived high @-@ frequency EEG oscillations called "" ripples "" , with frequencies in the range 150 to 200 Hertz in rats . Sharp waves are most frequent during sleep when they occur at an average rate of around 1 per second ( in rats ) but in a very irregular temporal pattern . Sharp waves are less frequent during inactive waking states and are usually smaller . Sharp waves have also been observed in humans and monkeys . In macaques , sharp waves are robust but do not occur as frequently as in rats .  ",-2.042723300457001
1404,"son of Karojalo, I bid you, come and get some fish."" He took a portion and brought his platter back to the mat. He sat down beside Zamisha. The other bowls and baskets were brought up and presented to Zamisha and the others seated there. Once they had taken a portion, the food began to pass among the other people. Lova held up a small round roll. ""Ah! Dena must have found a good nut tree. She makes the best nut bread."" Zamisha was puzzling over the variety of foods she'd been given. Kono leaned over and pointed at her plate. ""How do you like the fish?"" She smiled. ""It's very good. I'm amazed that it didn't get burned by the fire."" Lova leaned forward. ""The trick is well-woven water mats. Have to start with fresh green leaves and make sure the gap between layers is just right. Then they don't burn and neither does the fish."" She began tasting the other foods on her plate. She found several she",-1.0324121165275573
1405,"Regeneration is the reactivation of development so that a missing body part grows back. This phenomenon has been studied particularly in salamanders, where the adults can reconstruct a whole limb after it has been amputated. Researchers hope to one day be able to induce regeneration in humans. There is little spontaneous regeneration in adult humans, although the liver is a notable exception. Like for salamanders, the regeneration of the liver involves reversing some cells to an earlier state.",-1.049523150920868
1406,"""Did I say something wrong?"" ""No!"" Zeresh smiled. ""You did not. Please continue to educate us about the organ transportation, ma'am."" The export clerk smiled. ""21,000 used livers are transplanted here in the USA with a survival rate of 85 percent. The best news of all, no one dies from the lack of a used liver organ. A transplanted patient can live for 30 years with a used liver organ. The liver is the only organ that possesses the ability to regenerate. The liver can regenerate right after surgical removal or after chemical injury. Isn't that great? Twenty-five percent of the liver mass can regenerate back into a full functioning human liver organ. God is great! Amen!"" ""Amen!"" Gaudette nodded with a smile. ""Historically, a sick patient waited over one year for a used liver organ but not anymore."" Gaudette nodded. ""Whoa!"" ""Historically, a used liver organ went to the sick patient that could sustain their life force and then maintain a healthy life form after the dangerous liver transplantation surgery. So, lots of sick, sick patient died without receiving a liver organ. Also, a liver",-0.9534303683042527
1407,The liver does many important things in the body:,0.06403286023065446
1408,"Regeneration means that an organism regrows a lost part, so that the original function is restored. It is a term in developmental biology.",-1.0627880722284317
1409,"horseshoe around the village."" That first evening they spoke to the villagers in the market place, with the help of Anh Hai, a Vietnamese interpreter. Everyone seemed curious and interested. The next day they were joined by crowds of Cua tribesfolk coming to market with their bundles of green tea-leaves and cinnamon bark. The paramount chief of the tribe met the Smiths and invited them to his village of six long-houses, built on stilts, each with a row of dark smoky rooms opening on to a front verandah and approached up a notched pole-ladder. Alcohol jars stood by each doorway: spears and crossbows were stuck in the thatched roof. Dried meat hung in evil-smelling bundles over the open mud fire-boxes. Pigs and chickens dug in the muck underneath the houses. Looking out over the deep valley one could see the foaming river far below and towering mountains on all sides. ""We'll never forget our meeting that night in this Cua village,"" the Smiths recorded. ""We showed flannelgraphs for an hour or so and the tribal audience was spellbound. To our great joy, the chief's",-1.252373160123825
1410,"and thunder echoes as the wind picks up. With the loudness of the wind and thunder, Hack must yell to Rugged. ""Now! Say the words!"" Rugged steps forward, ""Mauma sai mauma sai oh ahahah!"" He keeps repeating the phrase. The ground starts to shake. The villager is trembling so much that he grabs hold of Xiona tightly. She doesn't seem bothered by his clutch. Everyone else seems to be keeping their cool. Slowly, but at an increasing rate, the temple is being revealed, as if an invisible blanket was being withdrawn. ""Now I've seen almost everything."" Zarr states, as Razz stands speechless. Almost everyone looking at the mostly revealed tomb seems speechless, except Rugged who manages, ""Wow, talk about massive."" Finally the tomb is completely visible, yet the sky above it is covered with darkness. The line Hack made in the dirt is almost lined up with the visible line where darkness and light meet. The violent elements are somewhat subdued. ""Trippy."" Gladiator mutters as he looks down at the line. Suddenly,",-1.261375480890274
1411,"Common symptoms of concussion include: headache, dizziness, fatigue, problems with vision, confusion and loss of consciousness. A person with a mild concussion may have nothing more than a headache or brief confusion. In more severe cases, symptoms tend to last longer, and may include loss of consciousness. Other associated symptoms are: worsening headache, inability to wake, dilation of the eyes, vomiting, nausea, loss of coordination and weakness of extremities.",0.3456569999456406
1412,"A constitutional republic is a state where the chief executive and representatives are democratically elected by the people, and the rules are set down in a written constitution.",-0.25640389692038296
1413,The Constitution of Romania is the fundamental law that made the structure of the government of Romania. It also defines the rights and jobs that the citizens have to abide by and how they pass laws into action.,-0.5664164933562279
1414,"Constitutional law is an area of law that shows how the institutions of a country are organised, and the basic rights rights of citizens. In most countries, such as the United States, this is found in a written text called a constitution. Some countries use a lot of different texts and unwritten rules instead, such as the United Kingdom.",-0.356901598200202
1415,"A constitutional monarchy is a form of government that is usually a democracy and has a constitution, with the monarch as head of state. Either the monarch has to obey the laws like everyone else, or there are special laws that say what the monarch can and cannot do. The monarch usually can not decide their special laws on their own. There may be laws about whom the monarch's children can marry, for example, that are passed by the Parliament. For example, in the Netherlands, if a member of the royal family marries without the permission of Parliament, they cannot become king or queen themselves. The army and navy may swear an oath to the monarch, but the real control is given to the elected government. There are laws about property and the order of succession (who gets to be the next monarch) that can only be changed by the elected government. Usually the monarch must sign laws into effect, but is required to follow the will of the elected government.",-0.2881479277461767
1416,"day, and sometimes we don't even know we are doing it because our subconscious is so strong that we do things by default—like driving, making coffee or even shopping. You know what you have to do when you take action because you have done that same action so many times before. It becomes routine—you are conditioned. What about the events in your life that have not yet been determined by your decisions? For instance, what about a new job that you are considering, a marriage proposal, or even the decision to have a baby? All of these have not reached an outcome because a decision to ""act"" has not yet been determined. ## Predict Your Future How do you make a great decision? You must first, and in every case, try to consider the potential outcome. You are almost trying to predict your own future. You may say to yourself, ""that sounds ridiculous."" However, you can determine many of the variables far in advance of taking action because you should have a keen understanding of the differences between right and wrong. Almost all decisions are",-0.3096570397913456
1417,"think of life as a game. It's a serious business, sometimes even fatal. There are somebodies and nobodies, winners and losers. ROB: That's the problem with your game. Losers outnumber winners many times over. Eventually, they're going to realize that the game is rigged and revolt. BOB: How 'rigged'? ROB: Power can be used not only to serve yourself, but to silence those who object to how you use it. Self-aggrandizement and corruption are built into your game. Winners and losers are less a consequence of talent and hard work, as your myth-makers would have you believe, than of class and connections. BOB: But without winners and losers, life will be boring. ROB: Only if you don't have a better game. To imagine an alternative, you must first understand how your notion of selfhood shapes the game you play. BOB: What do you mean by ""notion of selfhood""? I _am_ myself. That's all there is to it. ROB: It's second nature to you that you are independent, autonomous beings, individually responsible for yourselves. You take it for granted that each of you is a separate and distinct self, possessed of free will and acting",-1.2995769441127776
1418,"Game theory is not just about games, but how and why businesses make decisions, and just about any decision based on valuing likely outcomes. In game theory, all of these situations are ""games"" since the people involved make choices based on how they value the possible outcomes of the choices. This is true even of cases where the decisions of a single person only affect that one person.",-0.4455997511744499
1419," In January , caucuses were held in local districts to pick delegates . The state conventions would then select a number of these delegates to represent the state at the national convention . Prior to the convention , there was a great deal of machine politics conducted by the candidates . John Sherman utilized Treasury Department employees who owed their jobs to him to meet up at local caucuses across the South to guarantee loyal state delegations . State @-@ level bosses , like Roscoe Conkling , used the state conventions to pick delegates that were politically allied to a particular candidate . In the state delegate @-@ selection convention at Utica , New York , Grant 's supporters carried only a 217 – 180 majority over Blaine supporters , but Conkling passed a resolution declaring that , "" the Republicans of New York believe the re @-@ election of Ulysses S. Grant as Presidential candidate of urgent importance , and the delegates this day assembled are called upon and instructed to use their earnest and united efforts to secure his nomination .  ",-1.877289056777954
1420,"to venture on land, pushing itself forward in an up-and-down forward motion like a caterpillar. The chromosomes of living creatures it seems have the engineering design flexibility of toy transformers, able to turn the same parts from a genetic truck to a genetic airplane with a few simple manipulations. And with chromosomes and DNA, the transformative engineering potential of life seems to be exceedingly broad in its potential variation. Arguably, the trigger for selective and mass speciation that allows access to genetic chords far outside the genetic expression of traits stable in a particular species are extreme changes to the Nash equilibrium of ecosystems. And the subjective responses upon which every Nash equilibrium depends may be the common denominator behind the creation of new species. Such genetic flexibility rests on the fact that subjective experience is the common genetic architecture shared by all living things, every creature preserving the genes from earlier rungs on the ladder of subjective complexity. There is no other explanation for rapid speciation events in times of mass extinction. The True Origin",-2.485983049869537
1421,"Have you ever taken the opportunity to marvel at an intricate painting, relax to a delicate piece of music, or ponder a complex poem? Humans pursue creative expression and enjoy creatively produced material every day. Creativity is essential for the arts, for new inventions, and for human expression. How does the brain support creativity? While creativity is all around us and a fundamental aspect of our lives, asking scientific questions about creativity has been difficult. While we can identify creative acts and processes, there has been some trouble testing and measuring creativity. Here, we explore the scientific research of creativity. In particular, we ask what is happening in the brain and in our thoughts in order for us to pursue creative activities. Finally, we explore some myths surrounding the brain and creativity and the benefits that being creative has in your life. Creativity is just connecting things. When you ask creative people how they did something, they feel a little guilty because they didn’t really do it, they just saw something. It seemed obvious to them after a while—Steve Jobs",-0.5043841660022736
1422,"what creativity is really about – and why it is so absolutely essential – is something much deeper than the work, the product, the story, or the content – no matter how cool or exciting or spectacular it is. The work is only the messenger, the medium. When it comes down to it, the reason to do all this is not the story or the melodies, but rather, it is what those words and notes are able to say to us. It is the meaning, the message, expressed through the content, which has the power to lift us all higher. What matters is the message itself – your idea, your singular underlying vision expressed through words or shapes or colors or sounds. A glimpse into a completely new world. A new idea, that only you have seen. Adapting, surviving. Hanging in. Holding an unflinching dedication to keep working. Maintaining an unwavering commitment to find the time and resources to do the cool stuff. Taking care of ourselves enough that we're not knocked out",-1.1357099109888078
1423,"more effective solutions. They make it seem like creativity is a machine that can be made more effective or efficient by adding new and improved parts, or an updated operating system. In this book, I approach the development of creative ability from the standpoint of human expression. After decades of working with creative people as a music and communication professor, it is clear to me that the strength of creativity is rooted in the expression of our own identity. Creativity flows from what we value and what we strive to do. We need to get really good at expressing an understanding of our identity in ever more unique and original ways. That's being creative. This book draws upon two decades of my own experiences that helped me learn how creativity works. It begins in 1981 when I became a freelance commercial music producer in Chicago and ends when I completed a National Endowment for the Arts grant to compose and produce a multimedia opera in New York. It is based on a decade",-1.4409456491470336
1424,"a spear head from a hard stick, a woman made a basket from woven grass, another painted on a flattened sheet a picture of bark dots and patterns of the movements of the desert. Twice big storms came and they sheltered and sung rain songs, once the rain came and the big drops splashed through their shelters. The other time it was dust and wind that tore through their flimsy shelters leaving them broken with pieces scattered; soon after they rebuilt them. Twice they travelled to new places, once to a huge lake full of water. The men hunted ducks while the women collected roots, and all feasted in the shade of papery barked trees. Next time they went to a pool in a dry river bed to hunt the kangaroos which came to drink. Lizzie sat in the shade with other dark skinned women while the children played. One told of how further up river was a very bad place. Here, long ago, white men killed many of her people, bodies thrown in a big hole in the ground. Lizzie knew pain far greater than her own. She told them her story. The women nodded, they shared her pain",-0.6727506983280183
1425,"basket that was leaning against their hut and threw some things into it. ""In case anyone asks, we're going to find mushrooms,"" she said as she caught Bajesh's nervous look. But the village populace was too busy getting themselves ready for the day to notice the mother and son head off into the woods. They were combing their hair and rinsing mouths and borrowing or trading eggs or breads for breakfast. Some fed the noisy geese as others fed the noisy sheep. Neighbours greeted each other as they walked by or stood stretching outside their homes. In a short while the village circle would be alive with scents and smells to melt the mouth and rumble the belly. When Bajesh and Mother had reached the Old Field, Bajesh was pleased to notice the girl's shelter was well hidden from anyone who might walk past. The brush at the edge of the field made a wall that naturally led travellers towards the eastern mountain. He led his mother through by slipping under a",-0.5268755051493645
1426,"buildings scattered across where field workers lived. Gurtis explained that one large red one was where most of the women stayed. The monastery and its surroundings were littered with spots of breathtaking beauty and quiet serenity. ""We only have two meals a day here. If you get a little hungry, just reach up a tree or ask. There is always something growing nearby. So, until dinner, ladies."" Gurtis bid them good day, confident she would know where they were and what they were doing for the rest of the day. And she was right, they hardly spoke to one another, but spun off in different directions looking for wonders of the world. The library was so gigantic one had no idea where to start. And no matter where you started, there were walls and walls more. Thoughts flashed that perhaps a few weeks just wasn't enough. Queen Kissna had all but forgotten her sister, but wondered what Gurtis would be willing to part with, for the right price. Carla found the family history of the Hummy and wondered if she could make the argument that it belonged with its",-0.8053815317153931
1427,"Traditionally, work and culture in villages changed with seasons and people moved to follow work. and food. Men hunted wild pigs called Buru babirusa, deer, and possum. Women gathered wild vegetables. During the west monsoon (November to April) both men and women worked together in the fields. The soil on the island was not good, so sometimes villages moved to newer, better soil. Sometimes people would move their whole village after some 20 years of using one piece of land. Most settlements were small.",-0.2430638613551855
1428,"An eclipse is an astronomical event. It is when one object in the sky moves into the shadow of another such object. When an eclipse happens within a system of stars, like the Solar System, it makes a type of syzygy. This means that three or more objects in the sky are lined up in a straight line in the same gravitational system.",0.12515587577596307
1429,"A total solar eclipse is a natural phenomenon (event). Long ago, solar eclipses were thought to happen because of something supernatural or as a sign that something bad was going to happen. This is still believed in some cultures today. A total solar eclipse can frighten people who do not know what it means, because the Sun seems to disappear during the day and the sky turns dark in just a few minutes. Other people like to go to the eclipse path for a good view.",0.7347119051218033
1430,"Carbohydrates are a food source rich in energy. After the agricultural revolution, human diet began to rely more on plant and animal domestication in place of hunting and gathering. This shift marked the beginning of a diet composed of 49% carbohydrates as opposed to the previous 35% observed in Paleolithic humans. As such, starch became a staple of human diet. Humans that contained amylase in the saliva would benefit from increased ability to digest starch more efficiently and in higher quantities.",-0.7264592504501343
1431,"energy source), and _proteins_ (essential for building and repairing tissue, it can also be used as an energy source if other means are not available). All three are important for good health. Carbohydrates are currently at the forefront of most diet discussions. They consist of foods that originate from the ground and foods developed by man. Many people choose the wrong type of carbohydrates, those developed by man: sweets, processed foods, soft drinks, pastries, white flour products, and so on. Unbelievably, some of the chemicals used in these processed foods are banned in Europe. Poor food choices are one reason why we see so many cavities in the young as well as the old. It's not just the harmful ingredients that cause damage, it's the lack of vitamins, minerals, and nutrients that teeth need. I've seen cavities heal when a proper diet is introduced and harmful foods removed. Our bodies are designed to consume healthy, God-given carbohydrates such as colorful fruits and vegetables along with beans and yams. Years ago when I worked in construction, I could eat more carbohydrates than I do",-0.9391861408948898
1432,"The term electronic engineering started to emerge in the late 1950s. Before World War II, electronic engineering was commonly known as a 'radio engineering'. At that time, studying radio engineering at a university was part of a physics degree. Later, as other electronic devices were developed, the field broadened to include radar, television, audio systems, Hi-Fi and later computers and microprocessors. In the mid to late 1950s, the term radio engineering gradually gave way to the name 'electronic engineering', which then became a stand-alone university degree subject.",-0.5495545873045922
1433,Electronic could mean:,-1.3262840402126312
1434,"go. Okay, Jillian, this is my dog, Sherlock. Sherlock, this is Jillian."" Sherlock sat, looked up at Jillian, and refused to blink. ""He's waiting for me to say something, isn't he?"" Jillian asked as a smile formed on her face. She squatted down so that she could hold her hand out to the corgi's nose. ""What are you doing?"" I asked. ""If you're offering your hand as some form of sacrifice, don't bother. He's already had breakfast."" ""This is the proper way to introduce yourself to a dog,"" Jillian explained. Sherlock approached, sniffed the proffered hand, and gave it a lick. ""Let the dog come to you. He knows I am offering him a chance to learn my scent. Did you see him lick my hand? That was his way of telling me that he has accepted me into his pack."" ""His pack? Corgis have packs?"" ""All dogs do. Even though you're not a dog, Zack, Sherlock treats",-0.016806883830577143
1435,"Coati's cats rub on my boots. ""Gruesome and Glacier,"" says Spud. The bitch comes out from under a thick tree. The heavy branch cover has kept her warm and dry. She wags her tail, ready to work. The cats hiss once and she cowers. Pecking order is established, they are friends. The trio follows us around as we feed. ""I fucking love the smell of hay and horse shit in the morning,"" I say. Spud says, ""Cain't argey that."" We hop through the chores. A long night of wild and crazy sex has left us hungry and just a mite tired. After the stock is checked and fed we get another good Coati cooked feed in our own bellies. ""Now I know why you and Wolf are such good cooks."" Spud says, ""Runs in our family. Let's go wash off the trail dust."" We walk out into a stand of trees and over to the base of a big red hill. Ground fog is rising with the heat of the sun. As we round a bend a magnificent male body, all in the buff is standing on a rock above a steaming pool of water. ""Oh my",-1.0307573813199997
1436,"crafts for ascending to new heights. Dog remained silent and thoughtful while Cat and the knight debated the forensic investigative abilities of King Vletch's guards and whether feline paw-prints constituted 'identification beyond all reasonable doubt'. What Dog was thinking was not much different from what the knight had just said. While Dog was certain that tons of rock will not simply stand up and walk away in the middle of the night, he was not so certain that it wouldn't simply fly away. Dog thought about this some more, and the more he thought about it the more sure he became of himself. ""Listen you two, cut that out, we have more work to do,"" he told the bickering pair. ""We're going up there tonight, well after midnight. Maybe even closer to dawn."" Dog turned to Cat, ""You'll have to go up there and let the rope down for us, you know."" ""Sure,"" Cat",-1.1306173276901246
1437,"Have there been times when you just couldn’t focus on homework or wait for your turn to speak? We all have these experiences! But for some children and adults, focusing, sitting, or waiting is extra hard, and that gets them into trouble all the time. They may have something called, attention deficit hyperactivity disorder (ADHD). But why is it harder for them to do these things? We thought that perhaps a part of their brains might work a little differently. So, we looked inside the brains of college students to see their brain activity. We found that, for the students who had ADHD, one brain area was not very active when they were waiting for good things. When the brain sends signals that “good things are coming soon!” this helps us wait or focus, even during boring tasks! For those with ADHD, these signals might be weaker, making it harder to wait and focus. Have there been times when you just couldn’t stop wiggling in your seat, playing with your pencil, or looking out the windows instead of doing your homework? Your mom or teacher called out your name because you",0.628682020008564
1438,"they do not learn these new facts as quickly or as well as someone with a healthy brain. Scientists are continuing to try to learn about memory, to understand how we learn and remember new things, and to help people with conditions that cause memory difficulties. Next time you watch a movie or a TV show that shows someone with a memory problem, pay attention to how the movie talks about amnesia. Now you know that amnesia usually does not affect all of a person’s memories, just their ability to form new memories. And you know that while people with amnesia have a hard time learning new facts, they are able to learn new skills. Finally, you have learned that people with amnesia can have severe memory problems, but they usually have normal intelligence and other thinking skills. Most importantly, you have learned that people with amnesia are people just like you",-0.00824088974215556
1439,"But Meri said, ""No, I want my doll."" When Meri would not let him take the doll, Abel was very angry. He grabbed the doll and pulled her. Meri pulled the doll's other arm. Abel pulled and Meri pulled. The doll's arm came off!",0.44566203106194735
1440,"Meri cried and ran to her mother. ""Look Mother,"" she said, ""Abel pulled my doll's arm and it came off. He wanted my doll to sit in his new cart but I wanted to play with her."" Her mother said, ""Abel did not behave well.""",0.5461370563507081
1441," There was a boy whose name was Abel. He made himself a cart. Abel had no driver for his new cart. He said to his sister Meri, ""I want a driver for my cart. Please give me your doll. She can sit in the cart.""",0.7078657215833664
1442,"Then Abel took the doll back to Meri. She was delighted and she said to Abel, ""You are a good brother. Thank you for fixing my doll."" ""My sister, I'm sorry for getting angry and making you sad,"" said Abel.",0.596135119497776
1443,"Abel's mother went back to her house. She asked Abel, ""When you are ill or hurt where do you go?"" Abel answered, ""When I am ill or hurt, I must go to the doctor."" Abel's mother said, ""You hurt the doll, now you must take her to the doctor.""",0.6399393039941788
1444,"When you hear the word microbes, what comes to your mind? Something much too small to see and that makes you fall ill? Just because some microbes cause diseases that does not mean they are all evil. For example, in the marine (ocean) environment, the vast majority of microbes are good ones. They are the “driving engines” of the ocean and are essential for the health of our whole planet. Unfortunately, most of the marine microbes and their interactions with the marine environment are poorly understood. So, it is important to get an idea of which microbes are helping us and how they are doing this. These data will provide scientists with the knowledge to fight against big global challenges, such as climate change and environmental pollution. Unfortunately, it is very hard to study marine microbes due to their microscopic size, huge diversity, and their big home – the ocean. Therefore, we would like to engage “citizen scientists” in this project to",0.050606238143518556
1445,"Pathogenic bacteria, the harmful kind, enter the human body from the air, water or food. Once inside, these bacteria attach themselves to or invade specific cells in our respiratory system, digestive tract or in any open wound. There they begin to reproduce and spread while using your body's food and nutrients to give them energy to help them reproduce.",0.04452837659046055
1446,"These small microorganisms are called microbiota by researchers. There are microbiota in the stomach, the skin, the mouth, the eyes, and microbiota in the vagina. The microbiota in humans help to stop infections caused by other bacteria. Vaginal microbiota help keep the vagina healthy. They help prevent infection caused other bacteria. Bacteria that cause sickness or infection are called pathogens. The normal vaginal microbiota stop pathogens from growing.",-0.11782901605591178
1447,"The human microbiome (or human microbiota) is the collection of microorganisms which live on us. They live on the skin, in the saliva and mouth, in the eyes, and in the gut and the rest of the gastrointestinal tract. They include bacteria, archaea, fungi and single-celled eukaryotes ('protozoa'). Everyone carries around far more of these microbes than the number of human cells in the body. The human body has about 100 trillion cells, and carries about ten times as many microorganisms ""in the intestines alone"".",-0.5069810220599175
1448,"The word independence means ""not dependent"", or not having to depend on anyone or anything else. It also means being strong and able to survive alone. Anything can be dependent or independent. When people talk about independence, it may be about people or countries, where it is often being spoken about as a good thing. For places, it may mean sovereignty or autonomy. In science, as in ""independent variable"" the word does not mean it's good or bad.",-0.019929536245763296
1449,"A declaration of independence is a proclamation of the independence of an aspiring state or states. Such states are usually formed from part or all of the territory of another nation or failed nation, or are breakaway territories from within the parent state.",-0.5721688440442085
1450,"Autonomy means being able to rule without having to obey some other higher authority. Autonomy is something that philosophers often talk about. The idea occurs in moral, political, and bioethical philosophy. It means that someone is able to make a sensible decision without being forced to do so by someone else. They are able to make a ""free"" decision.",-0.5179944968223572
1451,Independence is a city in Iowa in the United States.,-0.12310795901343227
1452,"I understand why some people treat this plant as a perennial. Just like hollyhocks, they volunteer seeds every year, so you do get to keep them from one year to the next. They are particularly enthusiastic this year, dominating the front of the border and looking very purposeful. I have to confess I didn't plant them. WEEK TWENTY SIX June 24th - Summer Light Of Life and Love I saw this photograph once in a book, of a woman standing in her vegetable garden, amongst giant stalks of celery, seven foot tall tomatoes and cabbages that reached up to her knees. The woman had this expression on her face, I can't find words to describe it, of a person who is at home, that garden was her home. One thing you won't find in gardening books, because it is implied, what green thumb would even think otherwise, is that tending to all things green and leafy is not a hobby, or a profession, it's a relationship with the land and with the plant realm.",-0.7947929912805557
1453,"called biotrophic because of this symbiosis with plants. Biotrophs must have another host plant (such as corn, rice, cotton, wheat, lentils, etc.) for a long-term feeding partner, in order to exist! So, how do AMF and plant roots find each other? Communication between plant roots and AMF involves a sequence of events, but ultimately concludes when the fungi penetrate the root to begin colonization of the root cells. Besides the exchange of nutrients with plants, another role fungi have is to help protect the plants against different stresses, such as herbivorous (plant-eating) insects. Did you know, during the rice season, that different insects attack the rice plant at different times? Rice plants can come under attack as soon as their seeds are planted until the time they are harvested at the end of their life cycle. In the United States, this life cycle usually begins with the planting of seeds into dry soil. At some point, usually within",-1.6627331292629242
1454,"more and the experience gets stronger. The plants take out all of your negative energies and teach you with visions of truth. ""The plants have powers and knowledge, which they want to share with humanity, because they are benevolent beings. Just as there is a world of humans, each with a different personality, there is also a world of plant spirits. Every plant has a spirit, which lives in the spiritual dimension. ""When we call the spirits by their names in our icaros, they come to see why we called them, and they work on our bodies, both physically and spiritually. They diagnose the problems we have, and work to cure us. They do this because they are a good, kind and helpful. Once they enter your body, they can stay with you for life. But there are things which the spirits do not like, because like our lovers or wives, they are jealous. Although each plant has its own preferences, no",-0.7744547659158707
1455,"Maize is a leafy stalk whose kernels have seeds inside. It is an angiosperm, which means that its seeds are enclosed inside a fruit or shell. It is has long been a staple food by many people in Mexico, Central and South America and parts of Africa. In Europe and the rest of North America, maize is grown mostly for use as animal feed. In Canada and the United States, maize is commonly referred to as ""corn"".",0.04334403402986936
1456,"of wheat, barley, maize, corn, pulses, potatoes in patches like giant plates. Then, a teenager, tall and skinny boy came smiling to me- Boy: ""Hi! I am Taner, the Timer of the crops. It seems like you want to help yourself with some information about the Orchard."" I replied with a start: ""Hi! Yes! Tell me, how do you grow this overpopulated orchard?"" Taner: ""Well, our agricultural scientists have made plants which are highly productive; require least resources at our disposal and grow quickly, in small sizes. The biggest ones are the trees which are the only ones which hold the stable immovable ground. Below these on the ground, grow staple crops, these require sunlight and we can raise them when we have to show them some sun."" He had held a thin wafer-like device in his hand; he pushed a button and raised his hand all the way up, suddenly the crop plants were lifted up to the opened up spaces and the trees came closer in groups. For the first time, I could clearly",-0.970701442360878
1457,"to protect your eyes. This reflex helps to keep your eyes moist and protect them from dust. As you know, you do not need to think about or focus on blinking during your normal activities. Human reflexes are vital because mentally distracted humans cannot be given the responsibility to blink, drink, or eat. You would fail if you were had to implement your natural urges and reflexes while also trapped within your thoughts. While you are relaxed, pay attention to your blinking, breathing, and thinking reflexes. As part of this exercise, allow yourself to rise above them even if for only a few seconds. Now, this is where it gets interesting. With your eyes closed, you will notice that your blink reflex activates your eye muscles once you start thinking. This happens because the moment your stream of thoughts resurfaces, the impulses of your innate functions also awaken. Unconscious thoughts seem to cause your subconscious mind to assume that you are awake. Your stream of thoughts arouses",-0.42191087231040003
1458,"to keep it safe, the brain assists in understanding what happened. Although we do not think about reflexes, they are important parts of our nervous system.",-0.06973519671708345
1459,A reflex or reflex action is an automatic and fast movement in response to a stimulus.,-0.32699921786785124
